l_flex_raw_1_0,l_flex_raw_2_0,l_flex_raw_3_0,l_flex_raw_4_0,l_flex_raw_5_0,r_flex_raw_1_0,r_flex_raw_2_0,r_flex_raw_3_0,r_flex_raw_4_0,r_flex_raw_5_0,l_flex_raw_1_1,l_flex_raw_2_1,l_flex_raw_3_1,l_flex_raw_4_1,l_flex_raw_5_1,r_flex_raw_1_1,r_flex_raw_2_1,r_flex_raw_3_1,r_flex_raw_4_1,r_flex_raw_5_1,l_flex_raw_1_2,l_flex_raw_2_2,l_flex_raw_3_2,l_flex_raw_4_2,l_flex_raw_5_2,r_flex_raw_1_2,r_flex_raw_2_2,r_flex_raw_3_2,r_flex_raw_4_2,r_flex_raw_5_2,l_flex_raw_1_3,l_flex_raw_2_3,l_flex_raw_3_3,l_flex_raw_4_3,l_flex_raw_5_3,r_flex_raw_1_3,r_flex_raw_2_3,r_flex_raw_3_3,r_flex_raw_4_3,r_flex_raw_5_3,l_flex_raw_1_4,l_flex_raw_2_4,l_flex_raw_3_4,l_flex_raw_4_4,l_flex_raw_5_4,r_flex_raw_1_4,r_flex_raw_2_4,r_flex_raw_3_4,r_flex_raw_4_4,r_flex_raw_5_4,l_flex_raw_1_5,l_flex_raw_2_5,l_flex_raw_3_5,l_flex_raw_4_5,l_flex_raw_5_5,r_flex_raw_1_5,r_flex_raw_2_5,r_flex_raw_3_5,r_flex_raw_4_5,r_flex_raw_5_5
205,95,529,669
